#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
C1ORF167	18285	0	0	0	0
ANKRD30BL	18286	0	0	0	0
PRR5-ARHGAP8	18287	0	0	0	0
PRSS44	18288	0	0	0	0
GCET2	18289	0	0	0	0
AC069257.9	18290	0	0	0	0
AP003068.23	18291	0	0	0	0
FAM59A	18292	0	0	0	0
C14ORF43	18293	0	0	0	0
AL353791.1	18294	0	0	0	0
AC005481.5	18295	0	0	0	0
CDC26	18296	0	0	0	0
KB-1896H10.1	18297	0	0	0	0
DNAJC25-GNG10	18298	0	0	0	0
CDY1B	18299	0	0	0	0
AL161915.1	18300	0	0	0	0
SPANXB2	18301	0	0	0	0
TTC15	18302	0	0	0	0
MRPL50	18303	0	0	0	0
RP11-115C10.1	18304	0	0	0	0
C19ORF22	18305	0	0	0	0
L34079.1	18306	0	0	0	0
C10ORF108	18307	0	0	0	0
C7ORF64	18308	0	0	0	0
RP11-785H20.1	18309	0	0	0	0
SLC35C2	18310	0	0	0	0
DEFB131	18311	0	0	0	0
RFC4	18312	0	0	0	0
GNB2	18313	0	0	0	0
AC002094.1	18314	0	0	0	0
AKAP17A	18315	0	0	0	0
SNURFL	18316	0	0	0	0
AC108134.2	18317	0	0	0	0
AC009365.3	18318	0	0	0	0
ACCN5	18319	0	0	0	0
ZBTB6	18320	0	0	0	0
C8ORF55	18321	0	0	0	0
AC064874.1	18322	0	0	0	0
C1ORF70	18323	0	0	0	0
C2ORF85	18324	0	0	0	0
FAM25B	18325	0	0	0	0
WI2-3308P17.2	18326	0	0	0	0
CASP3	18327	0	0	0	0
TBC1D3F	18328	0	0	0	0
OR51L1	18329	0	0	0	0
C9ORF5	18330	0	0	0	0
AL662852.1	18331	0	0	0	0
AC002365.1	18332	0	0	0	0
RP11-1236K1.1	18333	0	0	0	0
C1ORF134	18334	0	0	0	0
RP11-219B4.5	18335	0	0	0	0
MUC19	18336	0	0	0	0
H2AFJ	18337	0	0	0	0
C5ORF41	18338	0	0	0	0
TMEM155	18339	0	0	0	0
LEAP2	18340	0	0	0	0
MAGED4B	18341	0	0	0	0
MOBKL1A	18342	0	0	0	0
AL354822.1	18343	0	0	0	0
NUDT11	18344	0	0	0	0
FAM136A	18345	0	0	0	0
RP11-277P12.6	18346	0	0	0	0
ZNF642	18347	0	0	0	0
C11ORF39	18348	0	0	0	0
GDPD3	18349	0	0	0	0
FAM116A	18350	0	0	0	0
ZMYND17	18351	0	0	0	0
C7ORF47	18352	0	0	0	0
AC092675.3	18353	0	0	0	0
ING4	18354	0	0	0	0
FCGR2C	18355	0	0	0	0
SPACA4	18356	0	0	0	0
RP11-368J21.2	18357	0	0	0	0
MT-ND3	18358	0	0	0	0
C9ORF80	18359	0	0	0	0
RP13-347D8.6	18360	0	0	0	0
KLRC4-KLRK1	18361	0	0	0	0
AC018816.3	18362	0	0	0	0
CR759815.1	18363	0	0	0	0
C4ORF50	18364	0	0	0	0
DEFB127	18365	0	0	0	0
FAM74A2	18366	0	0	0	0
AL050302.1	18367	0	0	0	0
BEX1	18368	0	0	0	0
MBD3L5	18369	0	0	0	0
RP11-88G17.6	18370	0	0	0	0
AC136604.1	18371	0	0	0	0
C9ORF167	18372	0	0	0	0
SCML1	18373	0	0	0	0
C6ORF125	18374	0	0	0	0
AL162731.2	18375	0	0	0	0
FAM82B	18376	0	0	0	0
AC093726.6	18377	0	0	0	0
WASH4P	18378	0	0	0	0
MOBKL2C	18379	0	0	0	0
FAM162A	18380	0	0	0	0
GNRHR2	18381	0	0	0	0
C19ORF34	18382	0	0	0	0
AC022415.4	18383	0	0	0	0
AC010724.2	18384	0	0	0	0
RP11-150O12.5	18385	0	0	0	0
AC123788.1	18386	0	0	0	0
C12ORF35	18387	0	0	0	0
RAB11A	18388	0	0	0	0
AC023469.1	18389	0	0	0	0
NDUFA3	18390	0	0	0	0
RP11-257K9.7	18391	0	0	0	0
DESI2	18392	0	0	0	0
BX005422.1	18393	0	0	0	0
RP11-67H2.1	18394	0	0	0	0
GPX3	18395	0	0	0	0
TMEM93	18396	0	0	0	0
C2ORF55	18397	0	0	0	0
Z83826.1	18398	0	0	0	0
JUB	18399	0	0	0	0
FAM48A	18400	0	0	0	0
RP3-377D14.1	18401	0	0	0	0
HIST2H2BF	18402	0	0	0	0
RP11-439E19.8	18403	0	0	0	0
CTB-78H18.1	18404	0	0	0	0
BX248409.1	18405	0	0	0	0
ROD1	18406	0	0	0	0
RP11-73E17.1	18407	0	0	0	0
TTLL8	18408	0	0	0	0
RP11-366K18.3	18409	0	0	0	0
STAG3L4	18410	0	0	0	0
KRBOX4	18411	0	0	0	0
FAM58A	18412	0	0	0	0
C9ORF95	18413	0	0	0	0
TNFAIP8L2	18414	0	0	0	0
XXBAC-BPG32J3.19	18415	0	0	0	0
AC074212.3	18416	0	0	0	0
AP002380.1	18417	0	0	0	0
C13ORF27	18418	0	0	0	0
AC021066.1	18419	0	0	0	0
AC004876.1	18420	0	0	0	0
NBPF15	18421	0	0	0	0
RP11-298I3.5	18422	0	0	0	0
SCXA	18423	0	0	0	0
AL021546.1	18424	0	0	0	0
AC018692.1	18425	0	0	0	0
C19ORF29OS	18426	0	0	0	0
TRAPPC6B	18427	0	0	0	0
POLR2G	18428	0	0	0	0
CNBP	18429	0	0	0	0
C20ORF72	18430	0	0	0	0
C7ORF53	18431	0	0	0	0
DAZ3	18432	0	0	0	0
AL355390.1	18433	0	0	0	0
BX255923.1	18434	0	0	0	0
C9ORF107	18435	0	0	0	0
OAZ2	18436	0	0	0	0
AC115618.1	18437	0	0	0	0
RP11-3B7.1	18438	0	0	0	0
KIAA1949	18439	0	0	0	0
AC116165.1	18440	0	0	0	0
AC020763.1	18441	0	0	0	0
COL4A2-AS2	18442	0	0	0	0
AC005008.2	18443	0	0	0	0
RP11-644F5.10	18444	0	0	0	0
BX248519.3	18445	0	0	0	0
RP11-347C12.1	18446	0	0	0	0
AC005003.1	18447	0	0	0	0
BIRC5	18448	0	0	0	0
AC084082.3	18449	0	0	0	0
AC093799.1	18450	0	0	0	0
DUX4	18451	0	0	0	0
AC010507.1	18452	0	0	0	0
CLEC4E	18453	0	0	0	0
AKR1CL1	18454	0	0	0	0
AC011481.1	18455	0	0	0	0
RP11-476E15.3	18456	0	0	0	0
MRAP	18457	0	0	0	0
AC015723.1	18458	0	0	0	0
KRTAP19-1	18459	0	0	0	0
RP11-187E13.1	18460	0	0	0	0
AC013461.1	18461	0	0	0	0
AL357673.1	18462	0	0	0	0
AC008686.1	18463	0	0	0	0
CR936239.1	18464	0	0	0	0
AC007557.1	18465	0	0	0	0
AC010859.1	18466	0	0	0	0
CT47A11	18467	0	0	0	0
PDCL2	18468	0	0	0	0
C8ORF38	18469	0	0	0	0
HMGN4	18470	0	0	0	0
C12ORF28	18471	0	0	0	0
EBPL	18472	0	0	0	0
C10ORF40	18473	0	0	0	0
AC132216.1	18474	0	0	0	0
RIIAD1	18475	0	0	0	0
AL845557.4	18476	0	0	0	0
C10ORF85	18477	0	0	0	0
AC133485.1	18478	0	0	0	0
AC217775.1	18479	0	0	0	0
RP11-566K11.2	18480	0	0	0	0
ARL2BP	18481	0	0	0	0
RP4-697K14.7	18482	0	0	0	0
CD99	18483	0	0	0	0
EFHA2	18484	0	0	0	0
MGST1	18485	0	0	0	0
FAM22D	18486	0	0	0	0
TMEM140	18487	0	0	0	0
CCL26	18488	0	0	0	0
BX927235.1	18489	0	0	0	0
C1ORF49	18490	0	0	0	0
AL670886.2	18491	0	0	0	0
AL033532.1	18492	0	0	0	0
CTAG1A	18493	0	0	0	0
TXNDC3	18494	0	0	0	0
CCDC169-SOHLH2	18495	0	0	0	0
AC106876.2	18496	0	0	0	0
SIGLEC16	18497	0	0	0	0
PPOX	18498	0	0	0	0
AL845454.2	18499	0	0	0	0
RP11-582J16.5	18500	0	0	0	0
H2AFB3	18501	0	0	0	0
ANKHD1-EIF4EBP3	18502	0	0	0	0
COX7B	18503	0	0	0	0
ADH1C	18504	0	0	0	0
IGF2AS	18505	0	0	0	0
AC009053.1	18506	0	0	0	0
EIF2C3	18507	0	0	0	0
AL359392.1	18508	0	0	0	0
BMP2KL	18509	0	0	0	0
AL022344.6	18510	0	0	0	0
RP11-726O12.1	18511	0	0	0	0
OR10A6	18512	0	0	0	0
AC083862.1	18513	0	0	0	0
C6ORF221	18514	0	0	0	0
BLACE	18515	0	0	0	0
RPS4Y1	18516	0	0	0	0
AL132989.1	18517	0	0	0	0
OR4F29	18518	0	0	0	0
AP001793.1	18519	0	0	0	0
C14ORF57	18520	0	0	0	0
C7ORF13	18521	0	0	0	0
C2ORF29	18522	0	0	0	0
BNIPL	18523	0	0	0	0
RP13-512J5.1	18524	0	0	0	0
AL929472.1	18525	0	0	0	0
COBRA1	18526	0	0	0	0
MRFAP1	18527	0	0	0	0
ACCN4	18528	0	0	0	0
ANO7L1	18529	0	0	0	0
CTC-349C3.2	18530	0	0	0	0
AL845509.5	18531	0	0	0	0
SDS	18532	0	0	0	0
AC002086.1	18533	0	0	0	0
ACOT6	18534	0	0	0	0
OR8G1	18535	0	0	0	0
LRRC63	18536	0	0	0	0
C20ORF7	18537	0	0	0	0
SPRYD5	18538	0	0	0	0
KIAA0913	18539	0	0	0	0
TRBV25OR9-2	18540	0	0	0	0
AC118344.1	18541	0	0	0	0
AL353771.1	18542	0	0	0	0
OR51B4	18543	0	0	0	0
RP5-915N17.9	18544	0	0	0	0
SMKR1	18545	0	0	0	0
TEDDM1	18546	0	0	0	0
C7ORF33	18547	0	0	0	0
AC011997.1	18548	0	0	0	0
C10ORF27	18549	0	0	0	0
FAM176B	18550	0	0	0	0
CR936921.1	18551	0	0	0	0
CR938714.3	18552	0	0	0	0
RP11-934B9.3	18553	0	0	0	0
RP11-9B6.1	18554	0	0	0	0
C1ORF170	18555	0	0	0	0
PTPN20A	18556	0	0	0	0
TCEB1	18557	0	0	0	0
KRTAP19-5	18558	0	0	0	0
RPL34	18559	0	0	0	0
HRASLS2	18560	0	0	0	0
C15ORF33	18561	0	0	0	0
DYNLL1	18562	0	0	0	0
CT47A5	18563	0	0	0	0
C22ORF45	18564	0	0	0	0
AC016757.3	18565	0	0	0	0
AP001631.10	18566	0	0	0	0
C6ORF211	18567	0	0	0	0
C3ORF19	18568	0	0	0	0
CTC-241N9.1	18569	0	0	0	0
LACRT	18570	0	0	0	0
FAM72A	18571	0	0	0	0
YTHDF2	18572	0	0	0	0
AC074389.6	18573	0	0	0	0
RP11-385D13.1	18574	0	0	0	0
KIAA1543	18575	0	0	0	0
RTCD1	18576	0	0	0	0
FAM40B	18577	0	0	0	0
A2LD1	18578	0	0	0	0
RP11-1102P16.1	18579	0	0	0	0
FAM113A	18580	0	0	0	0
GATSL1	18581	0	0	0	0
C14ORF135	18582	0	0	0	0
RP11-345P4.5	18583	0	0	0	0
C1ORF212	18584	0	0	0	0
BX248406.1	18585	0	0	0	0
AC068353.1	18586	0	0	0	0
AC024580.1	18587	0	0	0	0
RP11-219B4.6	18588	0	0	0	0
C19ORF51	18589	0	0	0	0
CHURC1-FNTB	18590	0	0	0	0
AL353997.5	18591	0	0	0	0
TMEM120A	18592	0	0	0	0
AP002962.1	18593	0	0	0	0
AC006305.1	18594	0	0	0	0
FXYD1	18595	0	0	0	0
AC073610.1	18596	0	0	0	0
C5ORF44	18597	0	0	0	0
FAM138C	18598	0	0	0	0
FAM54A	18599	0	0	0	0
C19ORF56	18600	0	0	0	0
MT1A	18601	0	0	0	0
LRRC57	18602	0	0	0	0
RNF11	18603	0	0	0	0
OBFC2A	18604	0	0	0	0
AC073063.1	18605	0	0	0	0
CXORF56	18606	0	0	0	0
GRINL1A	18607	0	0	0	0
C9ORF100	18608	0	0	0	0
AC103810.3	18609	0	0	0	0
C12ORF41	18610	0	0	0	0
SPTSSB	18611	0	0	0	0
FAM36A	18612	0	0	0	0
CT45A3	18613	0	0	0	0
AC092295.7	18614	0	0	0	0
FAM101B	18615	0	0	0	0
AC109829.1	18616	0	0	0	0
CR547129.2	18617	0	0	0	0
AL353354.1	18618	0	0	0	0
IFI27L2	18619	0	0	0	0
PPIAL4B	18620	0	0	0	0
BX927168.1	18621	0	0	0	0
RGPD6	18622	0	0	0	0
SOX2	18623	0	0	0	0
AF186192.2	18624	0	0	0	0
BX927320.2	18625	0	0	0	0
EFCAB11	18626	0	0	0	0
ASAH2C	18627	0	0	0	0
SMNDC1	18628	0	0	0	0
OCLM	18629	0	0	0	0
NFE2	18630	0	0	0	0
ODZ2	18631	0	0	0	0
RP11-32K4.2	18632	0	0	0	0
RP11-330H6.5	18633	0	0	0	0
C20ORF181	18634	0	0	0	0
AC019294.2	18635	0	0	0	0
METTL8	18636	0	0	0	0
RP11-1286E23.6	18637	0	0	0	0
RP11-247L20.2	18638	0	0	0	0
AC142381.2	18639	0	0	0	0
CYP3A7-CYP3AP1	18640	0	0	0	0
SAMD12	18641	0	0	0	0
AC083883.1	18642	0	0	0	0
LAIR2	18643	0	0	0	0
AP000304.12	18644	0	0	0	0
TEKT4P2	18645	0	0	0	0
HIST2H4A	18646	0	0	0	0
AQP10	18647	0	0	0	0
C5ORF27	18648	0	0	0	0
AL805909.2	18649	0	0	0	0
BPY2B	18650	0	0	0	0
C16ORF61	18651	0	0	0	0
AC104304.1	18652	0	0	0	0
FAM183B	18653	0	0	0	0
RP11-683L23.1	18654	0	0	0	0
AC073082.1	18655	0	0	0	0
DHRSX	18656	0	0	0	0
RPS27A	18657	0	0	0	0
AL662890.10	18658	0	0	0	0
C2ORF89	18659	0	0	0	0
C10ORF31	18660	0	0	0	0
ITGB1BP3	18661	0	0	0	0
FAM27A	18662	0	0	0	0
AC084851.1	18663	0	0	0	0
MT-CYB	18664	0	0	0	0
RP11-6L6.2	18665	0	0	0	0
C16ORF88	18666	0	0	0	0
C3ORF56	18667	0	0	0	0
MAGEA9	18668	0	0	0	0
CR392000.1	18669	0	0	0	0
FGF19	18670	0	0	0	0
S100G	18671	0	0	0	0
AL354993.1	18672	0	0	0	0
AC006156.2	18673	0	0	0	0
CKS1B	18674	0	0	0	0
RP11-545J16.1	18675	0	0	0	0
NBPF20	18676	0	0	0	0
AC004410.1	18677	0	0	0	0
DEFB103A	18678	0	0	0	0
KIR3DX1	18679	0	0	0	0
RP11-65D24.2	18680	0	0	0	0
GGTLC3	18681	0	0	0	0
AC011450.1	18682	0	0	0	0
CNRIP1	18683	0	0	0	0
GAGE4	18684	0	0	0	0
RP11-728F11.4	18685	0	0	0	0
C3ORF64	18686	0	0	0	0
RDBP	18687	0	0	0	0
AL353999.2	18688	0	0	0	0
GLT25D1	18689	0	0	0	0
C11ORF2	18690	0	0	0	0
MSGN1	18691	0	0	0	0
BX927180.2	18692	0	0	0	0
C5ORF50	18693	0	0	0	0
RPS26	18694	0	0	0	0
MT-ND4	18695	0	0	0	0
FAM18B2	18696	0	0	0	0
AC217770.1	18697	0	0	0	0
C19ORF28	18698	0	0	0	0
SMCP	18699	0	0	0	0
AC092811.1	18700	0	0	0	0
AC107977.5	18701	0	0	0	0
AC017104.2	18702	0	0	0	0
TM7SF4	18703	0	0	0	0
RP11-386G21.1	18704	0	0	0	0
RBMY1J	18705	0	0	0	0
AC011366.3	18706	0	0	0	0
CCL4L1	18707	0	0	0	0
GABPB1	18708	0	0	0	0
CTC-534A2.2	18709	0	0	0	0
ZNF252	18710	0	0	0	0
FAM55D	18711	0	0	0	0
PFDN5	18712	0	0	0	0
AL662842.1	18713	0	0	0	0
FAM92A1	18714	0	0	0	0
C14ORF101	18715	0	0	0	0
CR753892.1	18716	0	0	0	0
C8ORF4	18717	0	0	0	0
RP11-1212A22.2	18718	0	0	0	0
GAGE12E	18719	0	0	0	0
RP11-598P20.5	18720	0	0	0	0
KIAA0284	18721	0	0	0	0
CCDC72	18722	0	0	0	0
AL138795.1	18723	0	0	0	0
FAM60A	18724	0	0	0	0
AC138688.1	18725	0	0	0	0
C10ORF122	18726	0	0	0	0
DEFA3	18727	0	0	0	0
CST9LP1	18728	0	0	0	0
AC005841.1	18729	0	0	0	0
HBXIP	18730	0	0	0	0
AC003682.1	18731	0	0	0	0
AC113191.1	18732	0	0	0	0
AC138035.1	18733	0	0	0	0
AP003068.6	18734	0	0	0	0
PLDN	18735	0	0	0	0
TMSB15A	18736	0	0	0	0
DEFB107A	18737	0	0	0	0
LSM6	18738	0	0	0	0
RP11-884K10.5	18739	0	0	0	0
AL353698.1	18740	0	0	0	0
C7ORF45	18741	0	0	0	0
RAP1B	18742	0	0	0	0
AL845446.2	18743	0	0	0	0
FGF7	18744	0	0	0	0
NDUFAF2	18745	0	0	0	0
IL37	18746	0	0	0	0
GSTT2B	18747	0	0	0	0
AC133919.6	18748	0	0	0	0
AC016722.2	18749	0	0	0	0
RP11-419C23.1	18750	0	0	0	0
RP11-770J1.4	18751	0	0	0	0
AC008810.1	18752	0	0	0	0
ENY2	18753	0	0	0	0
RP11-661C8.3	18754	0	0	0	0
RP11-1396O13.5	18755	0	0	0	0
TNFSF13B	18756	0	0	0	0
C11ORF51	18757	0	0	0	0
J01415.25	18758	0	0	0	0
C11ORF46	18759	0	0	0	0
RP11-677O4.1	18760	0	0	0	0
LRRC68	18761	0	0	0	0
C10ORF93	18762	0	0	0	0
SCGB2A2	18763	0	0	0	0
STAG3L1	18764	0	0	0	0
TMEM188	18765	0	0	0	0
CR388382.1	18766	0	0	0	0
AC139677.2	18767	0	0	0	0
CRYZ	18768	0	0	0	0
C14ORF21	18769	0	0	0	0
AL662847.1	18770	0	0	0	0
AC135178.1	18771	0	0	0	0
TRIM39	18772	0	0	0	0
NBPF11	18773	0	0	0	0
RP11-89N17.1	18774	0	0	0	0
C18ORF10	18775	0	0	0	0
COPG	18776	0	0	0	0
RP11-17M16.1	18777	0	0	0	0
SNX3	18778	0	0	0	0
PRAMEF18	18779	0	0	0	0
MT1CP	18780	0	0	0	0
CAB39	18781	0	0	0	0
FAM158A	18782	0	0	0	0
ATP1A1OS	18783	0	0	0	0
RP3-368B9.1	18784	0	0	0	0
MS4A18	18785	0	0	0	0
C19ORF2	18786	0	0	0	0
PPYR1	18787	0	0	0	0
AL845450.3	18788	0	0	0	0
DADB-110M10.7	18789	0	0	0	0
RP11-849H4.2	18790	0	0	0	0
CR759942.1	18791	0	0	0	0
LECT2	18792	0	0	0	0
RP11-863N1.2	18793	0	0	0	0
RAB30	18794	0	0	0	0
C8ORF45	18795	0	0	0	0
AC125494.1	18796	0	0	0	0
FAM125B	18797	0	0	0	0
KRTDAP	18798	0	0	0	0
ZNF525	18799	0	0	0	0
C7ORF23	18800	0	0	0	0
NBR2	18801	0	0	0	0
RP11-382J12.1	18802	0	0	0	0
MEST	18803	0	0	0	0
AC138028.1	18804	0	0	0	0
WISP3	18805	0	0	0	0
FAM221A	18806	0	0	0	0
SDR42E2	18807	0	0	0	0
LSM1	18808	0	0	0	0
AC107977.2	18809	0	0	0	0
ZNF323	18810	0	0	0	0
NT5C3L	18811	0	0	0	0
SNRPD3	18812	0	0	0	0
FRG1B	18813	0	0	0	0
C14ORF2	18814	0	0	0	0
AC018755.11	18815	0	0	0	0
AL662890.9	18816	0	0	0	0
GNG13	18817	0	0	0	0
AC015989.1	18818	0	0	0	0
LTA	18819	0	0	0	0
AC008993.1	18820	0	0	0	0
AC037487.1	18821	0	0	0	0
ARL17A	18822	0	0	0	0
TMSB4X	18823	0	0	0	0
RP5-860F19.6	18824	0	0	0	0
IRAK4	18825	0	0	0	0
AC096667.1	18826	0	0	0	0
C1ORF38	18827	0	0	0	0
BX284927.2	18828	0	0	0	0
AL033381.1	18829	0	0	0	0
AC040934.1	18830	0	0	0	0
RP11-150O12.1	18831	0	0	0	0
TSPY4	18832	0	0	0	0
C6ORF112	18833	0	0	0	0
GLIPR1L1	18834	0	0	0	0
KRTAP19-3	18835	0	0	0	0
BOLA2B	18836	0	0	0	0
NPIPL1	18837	0	0	0	0
ZNF192	18838	0	0	0	0
AC083864.4	18839	0	0	0	0
HBG1	18840	0	0	0	0
RAB39	18841	0	0	0	0
GHRH	18842	0	0	0	0
ITIH5L	18843	0	0	0	0
AL450307.1	18844	0	0	0	0
FAM38B	18845	0	0	0	0
DPY30	18846	0	0	0	0
AP000295.9	18847	0	0	0	0
BTG2	18848	0	0	0	0
C7ORF36	18849	0	0	0	0
C16ORF7	18850	0	0	0	0
MOSC1	18851	0	0	0	0
CT47A9	18852	0	0	0	0
C4ORF43	18853	0	0	0	0
AC006271.2	18854	0	0	0	0
AL049840.1	18855	0	0	0	0
AC009086.1	18856	0	0	0	0
RP11-687M24.4	18857	0	0	0	0
AC010973.1	18858	0	0	0	0
RP11-35N6.1	18859	0	0	0	0
ZFP161	18860	0	0	0	0
AC079135.1	18861	0	0	0	0
HLA-DRB4	18862	0	0	0	0
RP11-362K2.2	18863	0	0	0	0
LEP	18864	0	0	0	0
C5AR1	18865	0	0	0	0
GRPEL1	18866	0	0	0	0
KIAA1609	18867	0	0	0	0
TXNDC8	18868	0	0	0	0
KIAA0528	18869	0	0	0	0
AD000671.1	18870	0	0	0	0
RP11-653A5.2	18871	0	0	0	0
OR2J1	18872	0	0	0	0
RP11-716H6.1	18873	0	0	0	0
C10ORF112	18874	0	0	0	0
U52112.12	18875	0	0	0	0
RP11-467M13.1	18876	0	0	0	0
MYO15B	18877	0	0	0	0
FAM138A	18878	0	0	0	0
C12ORF32	18879	0	0	0	0
RHOH	18880	0	0	0	0
RP13-395E19.1	18881	0	0	0	0
RP11-1286E23.8	18882	0	0	0	0
AL050321.1	18883	0	0	0	0
C15ORF38	18884	0	0	0	0
RP11-548K23.11	18885	0	0	0	0
KIAA0748	18886	0	0	0	0
AC138688.4	18887	0	0	0	0
C14ORF126	18888	0	0	0	0
AC012652.1	18889	0	0	0	0
AL603926.3	18890	0	0	0	0
PCSK6	18891	0	0	0	0
CYORF15A	18892	0	0	0	0
C2ORF77	18893	0	0	0	0
AL662890.6	18894	0	0	0	0
DUSP18	18895	0	0	0	0
LRRC53	18896	0	0	0	0
TMCO7	18897	0	0	0	0
OPA3	18898	0	0	0	0
MAGOHB	18899	0	0	0	0
RP11-360L9.4	18900	0	0	0	0
AC139677.1	18901	0	0	0	0
BX927139.2	18902	0	0	0	0
C3ORF77	18903	0	0	0	0
URGCP-MRPS24	18904	0	0	0	0
C14ORF129	18905	0	0	0	0
FAM9B	18906	0	0	0	0
GTF2H5	18907	0	0	0	0
SDR16C5	18908	0	0	0	0
RP1-170O19.20	18909	0	0	0	0
FAM75A4	18910	0	0	0	0
AC005726.6	18911	0	0	0	0
C3ORF24	18912	0	0	0	0
AC055876.2	18913	0	0	0	0
CD83	18914	0	0	0	0
RP1-228P16.5	18915	0	0	0	0
AL359075.1	18916	0	0	0	0
LL22NC03-75H12.2	18917	0	0	0	0
SPINT4	18918	0	0	0	0
GPX2	18919	0	0	0	0
DEFA5	18920	0	0	0	0
AC106722.1	18921	0	0	0	0
SPIC	18922	0	0	0	0
RP11-1118M6.1	18923	0	0	0	0
AC140658.1	18924	0	0	0	0
SCGB1D2	18925	0	0	0	0
AC134312.1	18926	0	0	0	0
AC091304.2	18927	0	0	0	0
AC022431.2	18928	0	0	0	0
C1ORF54	18929	0	0	0	0
RP11-890B15.2	18930	0	0	0	0
SNW1	18931	0	0	0	0
AC073346.2	18932	0	0	0	0
C1ORF200	18933	0	0	0	0
C18ORF1	18934	0	0	0	0
GCSAM	18935	0	0	0	0
BOD1L	18936	0	0	0	0
AC104472.1	18937	0	0	0	0
C20ORF90	18938	0	0	0	0
AC012100.1	18939	0	0	0	0
CCL18	18940	0	0	0	0
RP1-164F3.9	18941	0	0	0	0
RP11-150O12.3	18942	0	0	0	0
AC092171.1	18943	0	0	0	0
AMY1C	18944	0	0	0	0
C3ORF75	18945	0	0	0	0
AD001527.1	18946	0	0	0	0
IAPP	18947	0	0	0	0
TRIM6-TRIM34	18948	0	0	0	0
RP11-15G16.1	18949	0	0	0	0
TRIM73	18950	0	0	0	0
AC019294.1	18951	0	0	0	0
AL360004.1	18952	0	0	0	0
AC138749.1	18953	0	0	0	0
IQCJ-SCHIP1	18954	0	0	0	0
AC005609.17	18955	0	0	0	0
CCL3L1	18956	0	0	0	0
CKMT1A	18957	0	0	0	0
C9ORF23	18958	0	0	0	0
AC108463.1	18959	0	0	0	0
VCY	18960	0	0	0	0
HIST1H2AC	18961	0	0	0	0
RP11-1167A19.2	18962	0	0	0	0
USP41	18963	0	0	0	0
RP11-463J10.2	18964	0	0	0	0
PPP2CA	18965	0	0	0	0
RP11-429E11.3	18966	0	0	0	0
NT5C3	18967	0	0	0	0
AC007608.1	18968	0	0	0	0
AL049836.1	18969	0	0	0	0
AC100793.1	18970	0	0	0	0
UBE2A	18971	0	0	0	0
RP11-539E17.5	18972	0	0	0	0
RBM41	18973	0	0	0	0
SPIN3	18974	0	0	0	0
MAGOH	18975	0	0	0	0
AC225613.5	18976	0	0	0	0
AC024940.1	18977	0	0	0	0
HIGD2B	18978	0	0	0	0
C17ORF56	18979	0	0	0	0
AC062017.1	18980	0	0	0	0
S100A7	18981	0	0	0	0
RPL23A	18982	0	0	0	0
C2ORF3	18983	0	0	0	0
KIAA0564	18984	0	0	0	0
RP11-380D23.1	18985	0	0	0	0
EFCAB8	18986	0	0	0	0
DEXI	18987	0	0	0	0
AC217778.3	18988	0	0	0	0
AC091046.1	18989	0	0	0	0
HIST3H2BB	18990	0	0	0	0
RP11-944C7.1	18991	0	0	0	0
HIST1H4A	18992	0	0	0	0
TTC33	18993	0	0	0	0
ANKRD43	18994	0	0	0	0
BX119924.2	18995	0	0	0	0
AF131215.4	18996	0	0	0	0
GDF5OS	18997	0	0	0	0
AC005863.1	18998	0	0	0	0
AC013269.5	18999	0	0	0	0
AC008532.1	19000	0	0	0	0
AC011497.1	19001	0	0	0	0
RHBDD1	19002	0	0	0	0
AC027323.1	19003	0	0	0	0
CTC-493P15.3	19004	0	0	0	0
C1ORF220	19005	0	0	0	0
RP11-334E6.10	19006	0	0	0	0
AL355149.1	19007	0	0	0	0
RYK	19008	0	0	0	0
AC010724.1	19009	0	0	0	0
XXBAC-B461K10.4	19010	0	0	0	0
HSPB8	19011	0	0	0	0
TMEM111	19012	0	0	0	0
SH2D1A	19013	0	0	0	0
AC007431.1	19014	0	0	0	0
CALB1	19015	0	0	0	0
CR382333.2	19016	0	0	0	0
AC005838.1	19017	0	0	0	0
MOBKL1B	19018	0	0	0	0
AC006273.1	19019	0	0	0	0
C19ORF6	19020	0	0	0	0
RP11-148O21.3	19021	0	0	0	0
C1ORF135	19022	0	0	0	0
TSGA14	19023	0	0	0	0
AL844527.4	19024	0	0	0	0
GYG2P1	19025	0	0	0	0
UBE2I	19026	0	0	0	0
C18ORF2	19027	0	0	0	0
C9ORF6	19028	0	0	0	0
C1ORF191	19029	0	0	0	0
AC139677.8	19030	0	0	0	0
KIAA1530	19031	0	0	0	0
FAM203B	19032	0	0	0	0
SPRYD4	19033	0	0	0	0
PTHLH	19034	0	0	0	0
TRMT112	19035	0	0	0	0
COA6	19036	0	0	0	0
ANAPC13	19037	0	0	0	0
AP000769.1	19038	0	0	0	0
CCDC99	19039	0	0	0	0
PCP4L1	19040	0	0	0	0
AC133561.2	19041	0	0	0	0
MBD3L4	19042	0	0	0	0
FAM27B	19043	0	0	0	0
SNRPF	19044	0	0	0	0
EMG1	19045	0	0	0	0
AC003070.1	19046	0	0	0	0
C5ORF58	19047	0	0	0	0
C12ORF54	19048	0	0	0	0
AL096870.1	19049	0	0	0	0
AC130454.2	19050	0	0	0	0
GABRG1	19051	0	0	0	0
CYP4F31P	19052	0	0	0	0
AC118759.1	19053	0	0	0	0
